k,threshold,precision,recall,f1,false_positive_rate,retrieval_mrr,avg_similarity,rank_of_first_match
1,0.1,0.7351738241308794,0.3675869120654397,0.49011588275391965,1.0,0.7351738241308794,0.502244179112292,1.2648261758691206
1,0.2,0.7351738241308794,0.3675869120654397,0.49011588275391965,1.0,0.7351738241308794,0.502244179112292,1.2648261758691206
1,0.25,0.735655737704918,0.3670756646216769,0.48976807639836295,0.9979550102249489,0.7341513292433538,0.5027643356044762,1.2658486707566463
1,0.3,0.7380952380952381,0.36451942740286297,0.48802190280629715,0.9877300613496932,0.7290388548057259,0.505078067752392,1.270961145194274
1,0.35,0.7545164718384697,0.36298568507157464,0.4901622367966863,0.9621676891615542,0.7259713701431493,0.5098155968754249,1.2740286298568506
1,0.5,0.7495256166982922,0.20194274028629858,0.3181635118807894,0.5388548057259713,0.40388548057259716,0.5606958811830525,1.596114519427403
1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2,0.1,0.5276923076923077,0.5260736196319018,0.5268817204301075,1.0,0.7960122699386503,0.47174216197087215,1.4079754601226995
2,0.2,0.5276923076923077,0.5260736196319018,0.5268817204301075,1.0,0.7960122699386503,0.47174216197087215,1.4079754601226995
2,0.25,0.5299277605779154,0.5250511247443763,0.5274781715459681,0.9979550102249489,0.7944785276073619,0.47318200937734667,1.4110429447852761
2,0.3,0.5308056872037915,0.5153374233128835,0.5229571984435798,0.9877300613496932,0.7837423312883436,0.47712281705706666,1.4325153374233128
2,0.35,0.5502793296089385,0.5035787321063395,0.5258942872397224,0.9621676891615542,0.7760736196319018,0.4861725629374968,1.4478527607361964
2,0.5,0.6097560975609756,0.24284253578732107,0.34734917733089576,0.5388548057259713,0.4233128834355828,0.5526134223319753,2.1533742331288344
2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3,0.1,0.4105371193978789,0.6134969325153374,0.4919040787046527,1.0,0.8137355146557606,0.4518821226216896,1.4979550102249488
3,0.2,0.4106776180698152,0.6134969325153374,0.49200492004920054,1.0,0.8137355146557606,0.451971379760844,1.4979550102249488
3,0.25,0.41461724974021474,0.6119631901840491,0.49432170142473675,0.9979550102249489,0.8122017723244722,0.4545962688499229,1.5030674846625767
3,0.3,0.4180649767940021,0.5986707566462167,0.4923270969098171,0.9877300613496932,0.7997614178595778,0.4599302323619539,1.5460122699386503
3,0.35,0.4490521327014218,0.5812883435582822,0.5066844919786095,0.9621676891615542,0.7907293796864353,0.47384359877068094,1.5777096114519427
3,0.5,0.5620842572062085,0.25920245398773006,0.3547935619314206,0.5388548057259713,0.4294478527607361,0.5504605061727723,2.692229038854806
3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0
4,0.1,0.3387179487179487,0.6753578732106339,0.4511612021857923,1.0,0.8214042263122021,0.4375906271965076,1.5572597137014315
4,0.2,0.33897870156530663,0.6753578732106339,0.45139244831710235,1.0,0.8214042263122021,0.43778197735372126,1.5572597137014315
4,0.25,0.34342379958246344,0.6728016359918201,0.45473393227366965,0.9979550102249489,0.8198704839809138,0.4412863641386241,1.5644171779141105
4,0.3,0.3478379113407669,0.6538854805725971,0.45410971063376526,0.9877300613496932,0.8074301295160194,0.44801886745662445,1.6288343558282208
4,0.35,0.38196618659987475,0.623721881390593,0.47378640776699027,0.9621676891615542,0.7966087252897073,0.4662035299265616,1.6840490797546013
4,0.5,0.5257315842583249,0.266359918200409,0.3535799117746862,0.5388548057259713,0.43302658486707557,0.5492178697278113,3.216768916155419
4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0
4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0
5,0.1,0.28287179487179487,0.7050102249488752,0.4037476211389254,1.0,0.8240627130197687,0.42639955716255384,1.6032719836400817
5,0.2,0.28327855382087097,0.7050102249488752,0.4041617819460726,1.0,0.8240627130197687,0.42674443958328706,1.6032719836400817
5,0.25,0.2869419408928946,0.6998977505112475,0.40701650066894607,0.9979550102249489,0.8225289706884804,0.43077155354887003,1.612474437627812
5,0.3,0.293569844789357,0.6768916155419223,0.4095267553356016,0.9877300613496932,0.8096796182685759,0.43940659990067493,1.7004089979550103
5,0.35,0.3303453730556288,0.6405930470347648,0.43590189598190987,0.9621676891615542,0.7986537150647587,0.46065369346605073,1.7801635991820042
5,0.5,0.49763481551561023,0.2689161554192229,0.34915366744108867,0.5388548057259713,0.4334355828220858,0.5483136796793401,3.7392638036809815
5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7,0.1,0.21634332745443857,0.7525562372188139,0.33607305936073056,1.0,0.826667640471322,0.40989135332769117,1.6676891615541922
7,0.2,0.21733353019341503,0.7525562372188139,0.33726658265551607,1.0,0.826667640471322,0.4109172789099719,1.6676891615541922
7,0.25,0.22106060606060607,0.7459100204498977,0.34104721832632073,0.9979550102249489,0.8251338981400336,0.41572784413894015,1.6809815950920246
7,0.3,0.23157197283418918,0.7147239263803681,0.34980608032028027,0.9877300613496932,0.8119680592073235,0.4283023725208392,1.8190184049079754
7,0.35,0.2705154639175258,0.6707566462167689,0.3855421686746988,0.9621676891615542,0.8006013243743311,0.4533928130951124,1.9519427402862985
7,0.5,0.4595300261096606,0.26993865030674846,0.3400966183574879,0.5388548057259713,0.4335816535203037,0.5470663750555538,4.783231083844581
